system:index,brightest_band_means,brightest_geometry,date,dimmest_band_means,dimmest_geometry,image_id,.geo
61,"[0.5426326582959, 0.5226430586574237, 0.5447464376711852, 0.4597586273081814, 0.009760333513545414, 0.008885736918540426, 0.531357562201727]","[162.4587738117529, -77.71408792515665]",2019-12-24T00:00:00,"[0.6303650182905421, 0.6080864252345666, 0.6285450486834046, 0.5216550490517753, 0.010117817958846701, 0.009330880033546063, 0.613089829126697]","[162.40420438480157, -77.71725589768484]",61,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,"[0.536516790868251, 0.5174254899693986, 0.5394505840137693, 0.4588460880029866, 0.011213922512683511, 0.01027758392684458, 0.5244688660454897]","[162.4587738117529, -77.71408792515665]",2019-12-26T00:00:00,"[0.6278323303260058, 0.6072182047837827, 0.6302309770498866, 0.5366546297913045, 0.011983720814558733, 0.011164337121548577, 0.611953096923477]","[162.40420438480157, -77.71725589768484]",62,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,"[0.529603803672928, 0.5088437495389981, 0.5211395525986369, 0.4344699343511919, 0.0427547955433904, 0.04147823003490119, 0.5142166601654434]","[162.4587738117529, -77.71408792515665]",2019-12-31T00:00:00,"[0.5969192872943085, 0.5697439343150676, 0.5789100751042237, 0.4813542236815523, 0.044486370429659035, 0.04331349475923508, 0.5723420336222317]","[162.40420438480157, -77.71725589768484]",63,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,"[0.5231058974207545, 0.5085358919064564, 0.5240859087307188, 0.42388781830449856, 0.011048957483908054, 0.009630094073408764, 0.5212112945233959]","[162.4587738117529, -77.71408792515665]",2020-01-02T00:00:00,"[0.624383377306871, 0.6060397387536892, 0.6239210418092529, 0.5147785246054162, 0.011329778437795894, 0.010382103630597033, 0.6101519554503572]","[162.40420438480157, -77.71725589768484]",64,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,"[0.5719445650976287, 0.547322986904352, 0.5779261953451056, 0.5297832573913326, 0.02328491506059191, 0.023442661645083185, 0.5601730979134415]","[162.4587738117529, -77.71408792515665]",2020-01-11T00:00:00,"[0.6543912276577923, 0.6274976225265698, 0.6631462379828842, 0.618721082170465, 0.03012145405064716, 0.03136083152465196, 0.6376803589064384]","[162.40420438480157, -77.71725589768484]",65,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,"[0.5072636467976773, 0.4832990830597734, 0.5037960218616918, 0.4285001480824218, 0.013238109399808762, 0.012489286700755988, 0.4937747902204336]","[162.4587738117529, -77.71408792515665]",2020-01-20T00:00:00,"[0.5985940722003182, 0.5748615014896575, 0.6004272807337812, 0.5158438552787236, 0.01633560803113555, 0.0157061807327708, 0.5816874170920383]","[162.40420438480157, -77.71725589768484]",66,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,"[0.4369153558699156, 0.4128716614968812, 0.38708440610077205, 0.24363284991896608, 0.031065839596408695, 0.029170257510122033, 0.40326437943933746]","[162.4587738117529, -77.71408792515665]",2020-10-30T00:00:00,"[0.4511259271660889, 0.41076180532876816, 0.3478381725598679, 0.16641051829131592, 0.025892930868675133, 0.023416304726773834, 0.3913081386459549]","[162.40420438480157, -77.71725589768484]",67,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,"[0.44496686776086924, 0.41872230455156134, 0.381175168047399, 0.2109510267725243, 0.02931922217535398, 0.0270602784968394, 0.40236182769605977]","[162.4587738117529, -77.71408792515665]",2020-11-15T00:00:00,"[0.4874780746683749, 0.44945140987666465, 0.37502736648347856, 0.17172705309749792, 0.02617668170827812, 0.023104198083178148, 0.4229543917954541]","[162.40420438480157, -77.71725589768484]",68,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,"[0.42629520535850635, 0.3992456708328983, 0.36136678625946517, 0.20228988997823047, 0.022336430004014116, 0.019938885914218937, 0.3830031443036503]","[162.4587738117529, -77.71408792515665]",2020-11-17T00:00:00,"[0.45847127441885377, 0.41877585725825006, 0.34560591143853125, 0.15970804158641916, 0.021444200964499435, 0.019176895259566437, 0.3928906786610375]","[162.40420438480157, -77.71725589768484]",69,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,"[0.42353748844349737, 0.3955725821678593, 0.3661670945475469, 0.21685156518696272, 0.01990285199299499, 0.01756143865713869, 0.38470258472537505]","[162.4587738117529, -77.71408792515665]",2020-11-19T00:00:00,"[0.45213405393549055, 0.41008800540115425, 0.3431286185248303, 0.16972432933596687, 0.019602716086370715, 0.017324351082906808, 0.3862454518834834]","[162.40420438480157, -77.71725589768484]",70,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,"[0.45310604918095293, 0.4339834344596919, 0.4073581322093556, 0.25103432669834197, 0.015167889604332548, 0.0136412884294788, 0.4225104865264053]","[162.4587738117529, -77.71408792515665]",2020-11-24T00:00:00,"[0.486655826462689, 0.4568654182610543, 0.402504213909711, 0.22650291457406482, 0.014847991446116612, 0.013106326516190885, 0.43609244571233374]","[162.40420438480157, -77.71725589768484]",71,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,"[0.4572448017248062, 0.43507120576849884, 0.4130644490875287, 0.26359353145143777, 0.013876930623203236, 0.01195807649266342, 0.42808601036806954]","[162.4587738117529, -77.71408792515665]",2020-11-26T00:00:00,"[0.49558230495853633, 0.46583846139869667, 0.4235111505127131, 0.25260739951228506, 0.013921978524384133, 0.01174633754337785, 0.44940658185627047]","[162.40420438480157, -77.71725589768484]",72,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,"[0.4880885532710608, 0.4598590199964529, 0.44988688468837734, 0.30885536432520627, 0.01381522399977259, 0.012036999496766718, 0.455963451811777]","[162.4587738117529, -77.71408792515665]",2020-11-29T00:00:00,"[0.5203922549173188, 0.48759985139460305, 0.46654766316952034, 0.3176763108439482, 0.014344238977543335, 0.012474141589325145, 0.48326709940472934]","[162.40420438480157, -77.71725589768484]",73,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,"[0.5194581403004771, 0.5028132457881332, 0.4938076143345538, 0.36067475935369225, 0.01252691431190132, 0.011152367540812792, 0.49988473933930405]","[162.4587738117529, -77.71408792515665]",2020-12-01T00:00:00,"[0.5435854437002633, 0.5186759347022535, 0.49030946001903475, 0.349122568026678, 0.01329506878202369, 0.01154699392259924, 0.5074547132280364]","[162.40420438480157, -77.71725589768484]",74,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,"[0.5148016720111926, 0.48727965175262883, 0.4841572259641959, 0.3535790454947049, 0.013440972925420925, 0.01222232836985523, 0.48469255100284847]","[162.4587738117529, -77.71408792515665]",2020-12-03T00:00:00,"[0.5246377739987734, 0.4879156278492038, 0.46567493440183777, 0.3287812199368039, 0.013890793157906419, 0.012406881921750714, 0.4802355564486636]","[162.40420438480157, -77.71725589768484]",75,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,"[0.536728325797005, 0.50982671273362, 0.514388894996633, 0.3786956000149997, 0.013029240822743964, 0.011817964402500172, 0.5098202755591751]","[162.4587738117529, -77.71408792515665]",2020-12-08T00:00:00,"[0.5333058423936176, 0.5018120911946419, 0.48987708228820154, 0.3395149015534267, 0.01508566840867867, 0.0129940509015899, 0.4943792140200782]","[162.40420438480157, -77.71725589768484]",76,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,"[0.5733862746140264, 0.5529531433951795, 0.563416606205309, 0.44273092103468703, 0.009711389299447329, 0.00901008312629919, 0.555675701638418]","[162.4587738117529, -77.71408792515665]",2020-12-10T00:00:00,"[0.5700569087947573, 0.5417236554711707, 0.5375346856603246, 0.41069904165372273, 0.00943214369772783, 0.008783740835093368, 0.537610502545836]","[162.40420438480157, -77.71725589768484]",77,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,"[0.5878676231081056, 0.5709957460716077, 0.5730528216674888, 0.43261413968191303, 0.01739068846592159, 0.016351648396445963, 0.5730792036785322]","[162.4587738117529, -77.71408792515665]",2020-12-15T00:00:00,"[0.5811272216135815, 0.5563011069244356, 0.5495282465168607, 0.40306455048005885, 0.014366413202492585, 0.013106144448839674, 0.5561064932904859]","[162.40420438480157, -77.71725589768484]",78,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,"[0.5781817857059808, 0.5687434227983613, 0.57594373972456, 0.4730077107275732, 0.02176129843897583, 0.02090402809810117, 0.5662595039210215]","[162.4587738117529, -77.71408792515665]",2020-12-21T00:00:00,"[0.591385376793725, 0.5757780488075543, 0.5795808637091291, 0.47439447761758785, 0.017372864901844563, 0.016312219450506704, 0.5764051968889786]","[162.40420438480157, -77.71725589768484]",79,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,"[0.6037966074324126, 0.5884960382962171, 0.6109855082805203, 0.5118530980028386, 0.015389033789239935, 0.014756367298895902, 0.5927472099936081]","[162.4587738117529, -77.71408792515665]",2020-12-24T00:00:00,"[0.6406618548336509, 0.6236635083640779, 0.6460876479951649, 0.5486768165736468, 0.017585140968033826, 0.016388548490379636, 0.627733765187869]","[162.40420438480157, -77.71725589768484]",80,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,"[0.5293823857725892, 0.4935040084019634, 0.5050801370550265, 0.44136535180953695, 0.10002504792347626, 0.09860230125158938, 0.4982084955460679]","[162.4587738117529, -77.71408792515665]",2021-01-13T00:00:00,"[0.5422238336047088, 0.5032319371671025, 0.5106103890033771, 0.4354535210380686, 0.0945101027558841, 0.0922364010997395, 0.5053959888432933]","[162.40420438480157, -77.71725589768484]",81,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,"[0.5836244027561812, 0.5749519346681841, 0.6029183491607387, 0.5177092353131938, 0.020476022772997756, 0.019407965594623915, 0.5855420956327998]","[162.4587738117529, -77.71408792515665]",2021-01-16T00:00:00,"[0.5177879270679032, 0.4795924271501624, 0.47799258094714303, 0.38146779213096693, 0.028780418669798972, 0.024002383098805376, 0.47650787626316593]","[162.40420438480157, -77.71725589768484]",82,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,"[0.5508089880206866, 0.519892763124844, 0.5343024379159649, 0.46267897074271536, 0.08476615462637993, 0.0833105278189229, 0.5244278327628243]","[162.4587738117529, -77.71408792515665]",2021-01-18T00:00:00,"[0.6042836372727646, 0.5762753545156538, 0.5915645204142546, 0.5028227414208262, 0.08326028341481116, 0.08182312667831029, 0.5802069908463205]","[162.40420438480157, -77.71725589768484]",83,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,"[0.5792008878613002, 0.558710487994171, 0.5879043520021581, 0.5223305565447895, 0.02129458405264269, 0.021347984786859092, 0.5647448503548192]","[162.4587738117529, -77.71408792515665]",2021-01-22T00:00:00,"[0.5927702732535282, 0.5664606487006744, 0.5817924134091353, 0.47036432573450543, 0.01446761237581637, 0.014056287295897685, 0.5688862973623365]","[162.40420438480157, -77.71725589768484]",84,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,"[0.5128788702899407, 0.4869326935208109, 0.5043475083523861, 0.401111368943482, 0.011619398659544809, 0.009939287596889723, 0.4980193589744202]","[162.4587738117529, -77.71408792515665]",2021-02-01T00:00:00,"[0.5730989099725715, 0.5486328859784686, 0.5664050808393079, 0.44921317989982684, 0.010087443448318889, 0.008656052531119885, 0.5553326290279721]","[162.40420438480157, -77.71725589768484]",85,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,"[0.3011848251798625, 0.2781107999557303, 0.2576036289449564, 0.16060317462922796, 0.05417936494502904, 0.048830058615456966, 0.27001328133573277]","[162.4587738117529, -77.71408792515665]",2021-10-31T00:00:00,"[0.3513621521781704, 0.3340207612581289, 0.3119559393303116, 0.1887330463515911, 0.04273962557093184, 0.039892191168719955, 0.325947237251726]","[162.40420438480157, -77.71725589768484]",86,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,"[0.304543212751733, 0.2792594416852505, 0.25845023222559765, 0.15840281609313658, 0.05403582161209462, 0.04925521601574777, 0.266481186038941]","[162.4587738117529, -77.71408792515665]",2021-11-04T00:00:00,"[0.35697853076197167, 0.3365371901394846, 0.3133008928220071, 0.18903361351538361, 0.04509075162007911, 0.04086500466995045, 0.3264162924494534]","[162.40420438480157, -77.71725589768484]",87,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,"[0.29241481629267607, 0.2672071362947203, 0.24847755339677324, 0.15077758410527697, 0.05231073445762976, 0.04691224077119768, 0.25869950869141284]","[162.4587738117529, -77.71408792515665]",2021-11-09T00:00:00,"[0.35074402944541666, 0.33797854077758754, 0.3184128154383271, 0.19511114187705603, 0.04848618938894735, 0.04395379765076502, 0.32982473600190626]","[162.40420438480157, -77.71725589768484]",88,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,"[0.29566232506737256, 0.2721072882930576, 0.24978575825484542, 0.14660230031742294, 0.04540460098164182, 0.03979338932197137, 0.26205323435809336]","[162.4587738117529, -77.71408792515665]",2021-11-11T00:00:00,"[0.34748497756402785, 0.32924138614659376, 0.3056765339211059, 0.18476474738362755, 0.04698552374738957, 0.04221979046206655, 0.3196795161340381]","[162.40420438480157, -77.71725589768484]",89,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,"[0.30196447117578584, 0.2756138849605017, 0.25433139265314936, 0.14794146435106237, 0.027025878225709322, 0.024250646219428598, 0.26955003131784167]","[162.4587738117529, -77.71408792515665]",2021-11-20T00:00:00,"[0.3440962762292574, 0.3200732162232206, 0.2904255550629047, 0.1618480100400802, 0.029367086774269028, 0.026752496942810174, 0.3094999124092251]","[162.40420438480157, -77.71725589768484]",90,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,"[0.3795371901499301, 0.3620610047289771, 0.35522412501770395, 0.2505094536457675, 0.01564135414986181, 0.013869931407880946, 0.36096150415138933]","[162.4587738117529, -77.71408792515665]",2021-12-02T00:00:00,"[0.4050624074778154, 0.3885447841809551, 0.37132440850917914, 0.24062792794617927, 0.017653182512218788, 0.015553885670040861, 0.38395535442560685]","[162.40420438480157, -77.71725589768484]",91,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,"[0.42807023206943834, 0.41534533867774953, 0.4146648292844854, 0.31861289005719634, 0.03563234987466232, 0.03439366178143402, 0.4131068646446743]","[162.4587738117529, -77.71408792515665]",2021-12-04T00:00:00,"[0.42975313022430567, 0.4081884018098786, 0.39242909290492856, 0.28745144292346436, 0.054170196716899294, 0.05186521855313151, 0.4026772944354069]","[162.40420438480157, -77.71725589768484]",92,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,"[0.42075467988089515, 0.4097667010379302, 0.4089598235097622, 0.30887249906274866, 0.015640280137440225, 0.01392585986757651, 0.4086944789735754]","[162.4587738117529, -77.71408792515665]",2021-12-06T00:00:00,"[0.432102277127503, 0.4178264135357664, 0.3998075582747016, 0.27091756975924314, 0.019531836745149297, 0.01696867629609358, 0.4097179306339046]","[162.40420438480157, -77.71725589768484]",93,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,"[0.4337203598365875, 0.42552708989621874, 0.42997383813789347, 0.3254495030182081, 0.013760895031325722, 0.012001370064661834, 0.42651784142579174]","[162.4587738117529, -77.71408792515665]",2021-12-08T00:00:00,"[0.4515003310307749, 0.4411185155667389, 0.4284910434894779, 0.28730584986372715, 0.0168578342848687, 0.014778615467264259, 0.435322018473418]","[162.40420438480157, -77.71725589768484]",94,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,"[0.43078839754257, 0.41601870777957384, 0.43014866184412426, 0.3504989196393102, 0.01629343947430958, 0.014914972759051926, 0.41785351520667047]","[162.4587738117529, -77.71408792515665]",2021-12-11T00:00:00,"[0.4641421854241553, 0.4440153466026709, 0.45133095481129815, 0.35322080878590567, 0.02369312638627602, 0.022025835871290943, 0.44572669458491054]","[162.40420438480157, -77.71725589768484]",95,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,"[0.44272055946117606, 0.4277156174071601, 0.4433278429505031, 0.3545276385111694, 0.015016858300274136, 0.013350172006100555, 0.4273366636913852]","[162.4587738117529, -77.71408792515665]",2021-12-18T00:00:00,"[0.5184244288006359, 0.5027705559481169, 0.5192860741180187, 0.4236103619032379, 0.016367951217191958, 0.01526315948551197, 0.5091439347670451]","[162.40420438480157, -77.71725589768484]",96,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,"[0.4311420293721114, 0.4045751232263342, 0.41975287617318124, 0.35028309782653483, 0.02255813120676776, 0.018977205048691093, 0.4123786876728835]","[162.4587738117529, -77.71408792515665]",2021-12-20T00:00:00,"[0.528920139946449, 0.5068921337228193, 0.5273482831018074, 0.47307825786645025, 0.018280082343995026, 0.017061209930812695, 0.5099420370802425]","[162.40420438480157, -77.71725589768484]",97,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,"[0.42968931680490074, 0.4102399408515214, 0.4281647219502726, 0.3597902911174899, 0.016546106963622374, 0.01395048021899562, 0.4115088649926805]","[162.4587738117529, -77.71408792515665]",2021-12-22T00:00:00,"[0.5333458985278549, 0.5157911535292832, 0.5381834117681773, 0.4770837750051295, 0.020199412617657488, 0.018332756868898546, 0.5231114867021079]","[162.40420438480157, -77.71725589768484]",98,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,"[0.45324695684268157, 0.4270639217004806, 0.43465326233970936, 0.37393056613408787, 0.08079257176800962, 0.07750585834028943, 0.429244760410981]","[162.4587738117529, -77.71408792515665]",2021-12-24T00:00:00,"[0.5410410454904258, 0.51880300485528, 0.5337783836281541, 0.4669820423553058, 0.0833551951305366, 0.08131055577221775, 0.5226067500059733]","[162.40420438480157, -77.71725589768484]",99,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,"[0.4689648995863086, 0.4487700463454227, 0.4641748866213899, 0.4129296422290879, 0.04305824437584836, 0.042130584709562935, 0.4582803712491514]","[162.4587738117529, -77.71408792515665]",2022-01-05T00:00:00,"[0.6204522266554602, 0.6089503198639432, 0.6335985332472983, 0.552732832483319, 0.05455665394918258, 0.05334469372468225, 0.6176976729800632]","[162.40420438480157, -77.71725589768484]",100,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,"[0.4378170461917313, 0.4208232421625708, 0.4320223144958356, 0.36250254484010286, 0.016792848533842688, 0.01561294366086633, 0.4193879202242756]","[162.4587738117529, -77.71408792515665]",2022-01-07T00:00:00,"[0.5987089803977099, 0.5858144197322772, 0.6084210328288622, 0.497888268193224, 0.017000786435821168, 0.015763300514741223, 0.5944465635266858]","[162.40420438480157, -77.71725589768484]",101,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,"[0.42114709972317743, 0.40210147127687984, 0.41523064951573607, 0.3465687208539425, 0.02101696778866857, 0.01904626397446303, 0.40335419012502416]","[162.4587738117529, -77.71408792515665]",2022-01-12T00:00:00,"[0.5819416326036322, 0.5784102582403537, 0.599906544738798, 0.48914865510917904, 0.025619797272410885, 0.02404079271784586, 0.5842835400631231]","[162.40420438480157, -77.71725589768484]",102,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,"[0.4254829257877709, 0.4037562312762495, 0.41253080627033645, 0.33552920695113075, 0.014159984023638904, 0.01240472119350248, 0.40293361567344366]","[162.4587738117529, -77.71408792515665]",2022-01-14T00:00:00,"[0.5935346677406366, 0.5814616176813618, 0.6046048698583052, 0.4873132832356298, 0.014469990444646922, 0.013566086418119634, 0.5907336028656557]","[162.40420438480157, -77.71725589768484]",103,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,"[0.4208528972222158, 0.39934697535776353, 0.41093384783946546, 0.3372018025315071, 0.017669748427944047, 0.01605004371409934, 0.40266999370990114]","[162.4587738117529, -77.71408792515665]",2022-01-16T00:00:00,"[0.5783565630430599, 0.564636046995221, 0.5876952570365104, 0.4794281722784932, 0.014875530830327032, 0.013820229521619595, 0.5711789387203713]","[162.40420438480157, -77.71725589768484]",104,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,"[0.39021833219919955, 0.37127379404128047, 0.3771566434379067, 0.3171580837834323, 0.015373262296293887, 0.013576416803534332, 0.3660327626502046]","[162.4587738117529, -77.71408792515665]",2022-01-19T00:00:00,"[0.5653424250437076, 0.5572174883734836, 0.5821242370784855, 0.4930664953897958, 0.011988128541910118, 0.011477993822108913, 0.5677114104734795]","[162.40420438480157, -77.71725589768484]",105,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,"[0.36857648109969987, 0.34501151955582426, 0.3522975595275954, 0.26636062116504006, 0.01631474193651602, 0.014162001687418256, 0.34251463503066826]","[162.4587738117529, -77.71408792515665]",2022-01-25T00:00:00,"[0.532321248453989, 0.5160517769536698, 0.5330942748482225, 0.4156850177711204, 0.020630719233105475, 0.01904461807208563, 0.5216097572347269]","[162.40420438480157, -77.71725589768484]",106,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,"[0.39589152301302233, 0.37287475640502227, 0.38590535891949584, 0.31543030137696515, 0.013521711113988146, 0.011460829777834369, 0.38158117580108564]","[162.4587738117529, -77.71408792515665]",2022-01-28T00:00:00,"[0.549961548525216, 0.5444399331365349, 0.5738874105786309, 0.46512759216885163, 0.009616304611143127, 0.008242588967463577, 0.5533932373325243]","[162.40420438480157, -77.71725589768484]",107,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,"[0.3414103680370522, 0.3055847243456308, 0.25668617404518396, 0.11152200822942764, 0.038437765752451995, 0.035092134513586934, 0.28960586783408365]","[162.4587738117529, -77.71408792515665]",2022-11-14T00:00:00,"[0.40222092554084515, 0.3637638930449999, 0.3110604220752783, 0.15052399422929658, 0.05381863381765313, 0.04885506107031567, 0.3492746377163025]","[162.40420438480157, -77.71725589768484]",108,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,"[0.34398463690366765, 0.3069391780279261, 0.2693953144968462, 0.15614125277239915, 0.062319392808900594, 0.05964362393954367, 0.29618258610125325]","[162.4587738117529, -77.71408792515665]",2022-11-16T00:00:00,"[0.37802101038754177, 0.33965743469867526, 0.2966040764222658, 0.17752092969757896, 0.06704732678977725, 0.06333057490240071, 0.3282516512586442]","[162.40420438480157, -77.71725589768484]",109,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,"[0.332246688977341, 0.30120581237434807, 0.25752772536316565, 0.11299377603510537, 0.03269136141440128, 0.029883949602781446, 0.2903340872080049]","[162.4587738117529, -77.71408792515665]",2022-11-19T00:00:00,"[0.3948550780195436, 0.3625223704215174, 0.3120109606275818, 0.15200373714465726, 0.03352016452033959, 0.030206320384415924, 0.3512389935720056]","[162.40420438480157, -77.71725589768484]",110,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,"[0.32328236568098107, 0.2912553571071202, 0.2478986218567689, 0.10685493625356665, 0.024420518385359184, 0.02157483488285532, 0.2786274985508399]","[162.4587738117529, -77.71408792515665]",2022-11-21T00:00:00,"[0.38164230538661353, 0.3512186067797077, 0.2990593939478902, 0.1401452670627241, 0.021546125177914235, 0.018517371474316972, 0.34172132121460663]","[162.40420438480157, -77.71725589768484]",111,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,"[0.35876164343491285, 0.32269858062728357, 0.2908195733515285, 0.17146268548982, 0.057673216451363876, 0.05387511375420061, 0.3153351225290784]","[162.4587738117529, -77.71408792515665]",2022-11-23T00:00:00,"[0.37851038319928415, 0.3361061497997957, 0.2940948924791214, 0.17208693333550604, 0.05235217677940202, 0.048244160685485496, 0.32444973455358334]","[162.40420438480157, -77.71725589768484]",112,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,"[0.3636753449172266, 0.3226325260254187, 0.29754698707377575, 0.17191108122018853, 0.032510354663808055, 0.029874443096672892, 0.3157291593281992]","[162.4587738117529, -77.71408792515665]",2022-11-28T00:00:00,"[0.40241581964899903, 0.3630337102801848, 0.3314775202578389, 0.1947619133771038, 0.03774555745308973, 0.03470912756320793, 0.35305888800540874]","[162.40420438480157, -77.71725589768484]",113,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,"[0.4354786394468528, 0.40274285886185307, 0.40067558808147385, 0.2807796934774063, 0.016612411448600355, 0.014352478206686324, 0.4081312886601482]","[162.4587738117529, -77.71408792515665]",2022-12-05T00:00:00,"[0.4801943460071863, 0.44669827470593665, 0.439422713821255, 0.29485200513293414, 0.015601222717681284, 0.013624233927969348, 0.4465682755205522]","[162.40420438480157, -77.71725589768484]",114,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,"[0.4295815297701291, 0.39450867975289183, 0.39166960746614304, 0.289546184299405, 0.03481058650877389, 0.03216446065372485, 0.3991763491842327]","[162.4587738117529, -77.71408792515665]",2022-12-11T00:00:00,"[0.4633001300527166, 0.4264828238473249, 0.4176251079684388, 0.298243805710445, 0.039746634605496704, 0.036936265753389284, 0.424981280175319]","[162.40420438480157, -77.71725589768484]",115,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,"[0.4806205074638963, 0.4510294646461922, 0.4599702318657809, 0.3743348957443593, 0.016836272955296532, 0.014384304838308215, 0.46418425629984134]","[162.4587738117529, -77.71408792515665]",2022-12-16T00:00:00,"[0.5228182730864308, 0.49573018751728365, 0.5054160074560465, 0.4104127539450992, 0.015178619390959863, 0.013109340860231073, 0.5017256995657082]","[162.40420438480157, -77.71725589768484]",116,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,"[0.4852715653160409, 0.45324249007950546, 0.4612022672026403, 0.3608470204338197, 0.01841568208189528, 0.015169180946553286, 0.4691630919859169]","[162.4587738117529, -77.71408792515665]",2022-12-18T00:00:00,"[0.534839735214331, 0.5062678327173662, 0.516261513739538, 0.4020828263100591, 0.01536940276476663, 0.013503896653216845, 0.5094826145210922]","[162.40420438480157, -77.71725589768484]",117,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,"[0.4760620242660922, 0.45196392647296035, 0.45386357242566944, 0.3341090896028492, 0.01564515551597389, 0.013247569492814637, 0.45482989683027875]","[162.4587738117529, -77.71408792515665]",2023-01-01T00:00:00,"[0.47844582923321227, 0.4442861256375511, 0.4359226292724797, 0.3019268456747083, 0.011639118189361886, 0.009302293791325328, 0.4583452897366999]","[162.40420438480157, -77.71725589768484]",118,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,"[0.48841769610541325, 0.4670222146443032, 0.4683144361965177, 0.363784538996827, 0.02991007502439437, 0.02718430277726258, 0.46828722718493976]","[162.4587738117529, -77.71408792515665]",2023-01-03T00:00:00,"[0.5330560435575762, 0.5113590624553161, 0.5139683796412916, 0.3944550233564102, 0.02830280417779196, 0.025810475773779373, 0.5165598870611877]","[162.40420438480157, -77.71725589768484]",119,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,"[0.4660345156229666, 0.4348295587131139, 0.43836225466303397, 0.3385652450282723, 0.01249937745937509, 0.01065501351322841, 0.44078619027334914]","[162.4587738117529, -77.71408792515665]",2023-01-10T00:00:00,"[0.514324309445496, 0.4822697505561621, 0.48789174648015704, 0.36925527658571927, 0.012225358042490283, 0.010467533929881779, 0.4850646802954765]","[162.40420438480157, -77.71725589768484]",120,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,"[0.4817325666638241, 0.44505347548786506, 0.4516115475731171, 0.3672707938184483, 0.03565085563628825, 0.03392628778073273, 0.45149417002540043]","[162.4587738117529, -77.71408792515665]",2023-01-22T00:00:00,"[0.5280025251042754, 0.4918050414295181, 0.4994508604834149, 0.39676559275948503, 0.04317118719283774, 0.04063117436929472, 0.4970917301361818]","[162.40420438480157, -77.71725589768484]",121,"{""type"":""MultiPoint"",""coordinates"":[]}"
